1030,1104,1122,1160,1273,1403,1445,1446,1447,1448,1449,1450,1451,1452,1453,1454,1455,1456,1457,1458,1459,1460,1461,1462,1463,1465,1466,1467,1469,1470,1471,1472,1473,1474,1476,1477,1478,1479,1480,1481,1482,1483,1484,1485,1486,1487,1488,1489,1490,1491,1492,1493,1494,1495,1496,1497,1498,1499,1500,1501,1502,1503,1504,1505,1506,1507,1508,1509,1510,1511,1512,1513,1514,1515,1516,1517,1519,1520,1521,1522,1523,1525,1526,1527,1528,1529,1531,1532,1533,1534,1535,1536,1537,1538,1539,1540,1541,1542,1543,1544,1545,1546,1547,1548,1549,1550,1551,1552,1553,1554,1555,1556,1557,1558,1559,1560,1561,1562,1563,1564,1565,1566,1567,1568,1570,1571,1572,1573,1574,1575,1576,1577,1578,1579,1580,1581,1582,1583,1584,1585,1586,1587,1588,1589,1590,1591,1593,1594,1595,1596,1597,1598,1599,1600,1601,1602,1603,1604,1605,1606,1607,1608,1609,1610,1611,1612,1613,1615,1616,1617,1619,1620,1621,1622,1623,1624,1625,1626,1627,1628,1629,1630,1631,1643
1319403190,1319427736,1319439736,1318553957,,,,1318268745,1318556309,1318552427,1318563130,1319085319,1319135798,1319336510,1319427029,1319433832,1319442841,,1318968993,,1318214309,1318565986,1319401013,1318469598,1319393544,1318687290,1318771964,1317956011,1319308173,1318579653,1318564951,1319326033,1319430587,1319343696,1318530109,1318566879,1319412697,1318552521,1318578398,1319404588,1317972447,1319408402,1318555084,1319203165,,1319132760,1318562556,1319416425,1318548686,,,1319427553,,,1318580273,1319396009,1319425783,1319437749,1319391053,1318564023,1319404347,1318531178,,1318560887,1319421017,1319428932,,1319299768,1319436436,1319243082,1318534786,1318732233,1319324120,1318477248,1318177915,,1318561304,1318559407,,1318608876,1319423135,1319408303,,1318968780,1317876267,,1318389815,1318382276,,,1318977100,1318795058,1319238740,1319432691,1319087542,1319438906,1319431797,1318874202,1319437255,1318794158,1318369812,1318553326,1318554487,1318571595,1319405451,1318179288,1319267155,1318837912,1318476863,1319432123,1318517443,,1318462440,1319445107,,1318539284,1318190367,1319296820,1319420807,1319436979,1318476399,1318537951,1319435741,,1319441930,1318568266,,1318366535,1319401319,1319437669,1318867190,1319431351,,1319393741,1318577526,1318576622,1318577625,1319328244,,1319429953,1319311870,1319425104,1319437442,1319171922,1318579836,1318598629,,1318559736,1318390995,,1318553208,1318984306,1318492145,,1318611697,1319388597,1318568640,1318592096,1318560754,1319340679,,1319435350,1318996361,1319350388,1318571646,1319440058,1319434251,,1318475098,1318388381,1318380508,1318558292,1319208833,1319405856,1318552555,1319351350,1319433792,1318568089,1318572634,1318028826,1318480117,,1319435706,1319323178,4
1319416667,1319429038,,1318123387,,,,1318270973,1318554073,1318558657,,1319087853,1319138026,1319336477,1319428721,1319434838,1319443072,1319447006,1318562884,1319421130,1318568542,1318562302,1319405391,1318593550,1318646652,1318686575,1318293754,1317955713,1319309819,1318579685,1318561054,1319325857,1319427200,1319343747,1318521498,1318561174,1319412171,1318549033,1318574214,1319404953,1317970539,1319409880,1318557970,1319205687,1318984206,1319133150,1318561530,,1318547190,1319091113,1318597694,,1319439009,1318562220,1318574444,1319396619,,1319437784,1319391580,1318565310,1319404519,1318529807,,1318559946,,1319423888,1319252050,,1319440883,1319244256,1318534920,1318731624,1319324394,1318441546,1318179496,1318562379,,1318518569,,1318609707,1319428910,,,1318968603,1317876459,,1318470444,1318382433,,,1318977493,1318788110,1319235855,1319442818,,,1319432411,1319430566,1319434552,1318795057,1318476078,,1318557442,1318574479,1319405290,1318178941,1319266912,1318837619,1318478056,1319428647,1318518223,,1318439247,1319445051,1319217004,1318539378,1318190936,1319320126,1319422134,1318601749,1318476327,1318538349,,,1319443399,1318568309,,1318363437,1319401390,1319438362,,1319430939,1319425808,1319412201,1318577223,1319080381,1318597057,1319416552,,,1319311343,1319404375,1319433758,1319171249,1318578575,,1319431100,1318560640,1318390743,1319422735,1318554669,1318987740,1318569265,,1318612340,1319389527,1318570471,1318577948,1318558195,1319340697,,1319440874,1318528055,1319351302,1318574519,1319442816,1319434310,,1318967491,1318454264,1318471840,1318566005,,1319410400,1318555567,1319352494,1319433744,1318539758,1318713646,1318027172,1318480663,,1319432927,1318902142,5
1303786156,1321850838,1321842641,1321851147,,,,1321765107,1321742218,,1321298901,,1321829301,1321850260,1321834272,1321423456,,1321764320,,1321863298,1321598173,1321860534,,1320904621,1321850133,,,,1321861163,1321844188,1321854098,1321809186,,1321829556,1321826830,1321865477,,1321695146,1321838595,1321267156,,1321830791,,,1321842108,,1321734710,1321824598,,,1321829027,1321841586,1321857087,,,1321878396,,1321864259,1321824654,1321884493,1321845592,,,1321845044,1321851720,,1321821491,1321416796,,1321571010,1320100593,1321701828,1321843865,1319815306,1320343643,,1321843221,1321819600,,1321809923,1321751770,,1321888745,1321294285,,,1321495748,1321499271,,1321872033,1321855464,,1321266729,1321596163,1321844998,,1321833037,,,1321819445,1321501022,1321742361,1321758437,,,1319743591,1321579942,1321225242,1321035300,1320618170,,,1321825090,1321066645,1321644414,1321822709,1320456710,1321816242,,1321847605,,,,1321846553,,1321820237,1321848688,1321822001,,1321859881,1321883769,1321844477,1320380334,1321823333,1321873057,1321844183,1321866245,1321850100,,,1321754155,1321807945,1321880070,,,,,1321498760,1321126999,1321417667,1321841765,,,,1321827877,1321414687,1321824985,,,,,1321853749,1321815667,,1321845102,1321847765,1321822764,,1321889749,1321756504,1321495437,,,,1321838670,,1321849657,1321842963,1321589446,,1321757220,,,,6
1299014567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
1319416243,1319428968,,1318124482,,,,1318270753,1318550522,1318552524,1318563165,1318614115,1319124879,1319335517,1319427282,1319435178,1319440649,1319445127,1318970035,1319420507,1318496163,1318566903,1319403967,1318576620,1318646825,1318688374,1318771295,1319328318,1319307174,1318572281,1318566554,1319318814,1319430930,1319344247,1318521275,1318557986,1319410656,1318548949,1318574618,1318581904,1318528011,1319410283,1319210806,1319232325,,1319135191,1318564984,1319417005,1318547085,,,1319427901,,1318564864,1318579899,1319395503,1319424400,1319435736,1319392465,1318563253,,1318485317,,1318554296,,,1319253973,1319298631,1319442763,1319245259,1318567556,1318772651,1319323107,1318479780,1318180318,,1318564015,1318516839,,1318609911,1319429022,1319410199,,1318969922,1318478085,,1318382280,1318297082,,,1318978052,1318789013,1319238144,1319443181,1319091505,1319436648,1319431894,1318874272,1319440637,,1318475782,1318552016,1318391393,1318572041,1319430164,1318253272,1319266817,1318837562,1318469817,1319431719,1318518503,,1318462200,1319444103,,1318541525,1318190954,1319308525,,1318601444,1318475883,,1318595941,,1319441468,1318566550,,1318363942,1319404405,1319438056,1318879667,1319431936,1319425634,1319435514,1318578834,1319082052,1319398930,1319416475,,1319434271,1319309264,1319404078,1319432857,1319170853,1318576917,1319222417,,,1318390466,1319418217,1318553618,,1318484465,,,1319389204,1318565200,1318578179,1318554853,1319340232,,1319437179,,1319339796,1318573706,1319443058,1319436106,,1318580933,1318388761,1318470906,1318558154,1319216293,1319409880,1318550906,1319352535,1319433563,1318567458,1318541780,,1318559637,,1319434296,1319323428,8
1319414858,1319429273,1319440459,1318124205,,,,1318268453,1318546678,1318552280,1318563203,1319413405,,1319337498,1319427195,1319434128,1319441926,,1318969259,,1318569279,1318562825,1319399057,1318576485,,,,1319302165,1319342694,1318572625,,1319327151,,1319345435,1318531394,,1319413194,1318546105,1318574391,1319406670,1317965954,1319408809,,1319203577,1318985942,,1318564477,1319416264,,,1318560063,1319427580,1319439037,,1318576931,1319400679,,,1319391647,1318562090,1319402653,1318520467,,,1319420409,1318541417,1319252139,1319323912,1319435427,1319243218,1318491958,1318771967,,1318439986,1318176810,,1318564315,1318517201,,1318537078,1319424592,,,1318970225,1318482817,,1318465983,1318382563,,,1318976332,1318791420,1319238443,1319441109,1319088975,1319433453,1319430796,,1319434273,1318712500,1318369390,1318554669,1318555134,1318569207,1319404698,1318178986,1319263469,1318888166,1318476835,1319414218,,,1318438738,1319445120,1319217033,1318534741,,,1318558230,1319436305,1318475519,,,,1319443058,,1319430938,1318366778,1319405061,1319437440,1318879490,1319430023,,1319435314,1318578532,,1318597166,1319416406,,1319436892,1319309875,1319404292,1319437497,1319171085,1318578528,,,1318564296,1318390919,1319410030,1318551288,,1318489437,,1318611292,1319388511,1318568255,1318593449,1318554911,,1318553822,1319441534,1318996238,1319387970,1318572101,1319442687,1319432004,,1318967120,1318463223,1318470413,1318562053,1319215106,,1318551979,1318202613,1319433335,1318569431,1318541231,1318026219,1318478658,,1319434591,1319318365,9
1303785719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
1317357291,,1316150872,1315760637,1316211529,,1316405712,1315942317,1316577220,1316134600,1316366118,1315942624,,1315625520,1317424996,1315355169,1316391301,1316286771,,,1315895840,1316149744,1316470415,1315537371,1316144318,1316297340,,1316356385,1316150203,1317420940,,1316060271,1316134971,1317436872,1316047306,1316145972,1316150838,1316144995,1316144549,1315548541,1315681302,1316122930,1316129626,1317345939,,1316716418,1317428274,1315862643,1316129511,1316820303,1316145795,,1316753672,,1316162718,1316059103,1316370801,1316095532,1316313554,,1316228572,1315593265,1315790980,,1316483479,1316113572,1316408371,1316143121,1316752441,1316147788,1315357829,1316136438,1315767754,1316790460,1315882502,1316758461,1316156394,1316008383,1316063634,1316119407,1315761016,,1316543030,1315773943,1316611233,,1315704272,1315787506,,1316769622,1316359970,1316113656,1315706178,,1315775855,1316391902,,,1316819891,1315371942,1315526630,1316360137,,1315716760,1317399543,1315513820,1316393390,1316184771,1316133885,1315852689,,1316101478,1316320185,1316763861,,1316201466,,1316322566,1315791299,1315766879,1315795156,,1316152020,1316365205,1317431364,1316139515,1316302807,1315345310,1316141069,1316757909,1316182024,1316759563,1316131890,,1316132239,1316155226,1316154036,,,1316815584,1316116718,1316369758,1317349058,1316750363,1316326402,1316180113,,1315975904,1315501453,1316147942,1316132211,,1316068479,,,1315982799,1316147333,,1316135012,1317414576,1316375660,,,1316143862,1316155200,1316380370,1316552319,1317386655,1315345481,1315267426,1316139679,1315892555,1317326485,1316624851,1316128801,1316148761,1316994013,1315779541,1315725839,1315256015,1316183314,,1316754136,1316239822,17
1321416323,1321848592,,1321223606,,,,1321761466,1321751070,1321820439,1321325675,1321826386,1321828656,1321847370,,1321421817,1321828236,1321768279,1321845931,,1321597565,1321853143,1321824302,1321597870,1321850966,,,1321725173,1321828524,,1321855236,,1321157303,,1321827290,,1321822008,1321693736,1321841302,1321260385,,1321836345,1321841398,1321543832,1321842460,1321656275,1321659363,1321647162,,1321838954,1321569525,,,1321837642,1321858384,1321877818,1321665586,1321864028,1321825826,1321884401,1321843494,1320959635,,,1321852263,,,,1321750896,1321573025,1320100021,1321045427,1321828068,1319815641,1321127427,1321848881,1321843108,1321819009,,1321815471,1319809062,,1321829326,1321292273,1320393424,,1321479087,1321496737,,,1321855307,1320970271,1321264651,1321596199,1321826503,,1321832827,,,1320526567,1321501351,1321513238,1321748000,1321600867,1321586617,1320176511,1321582926,1321225492,,1320618576,,1321813738,1321826171,1321058800,1321744408,1321750271,1320455611,1321630743,1321813981,1321847650,1321843978,1321573144,,1321847453,1321870989,1321820699,1321848588,1321833489,1321487020,1321861393,1321882820,1321843658,1320380298,1321759423,1321872661,1321850148,1321864499,1321848845,,1321431269,1321755032,1321808537,1321303902,1321846757,1321568022,,1321839398,1321496156,1321126425,1321419253,1321841843,1321824931,,,1321830088,1321417650,1321826433,1321858824,1321844900,,1321886962,1321853985,1321815465,1321583691,1321843433,1321850762,,1321482547,1321779244,1321754381,1321493906,1321849233,1321847509,1321240676,1321839511,1320555062,1321850114,1321824173,1321589577,,1321758020,,1321841957,1321856098,19
